composer,file,duration,tempo,n_instruments
beethoven,Sonata Presto.mid,270.7,277.80218187746505,1
beethoven,Lieder op48 n3 ''Vom Tode''.mid,110.25,66.66666666666667,3
beethoven,Sonatina n1 op05.mid,212.44378970833333,218.8677971364086,2
beethoven,Lieder op48 n1 ''Bitten''.mid,112.65307999999999,92.76334331806878,3
beethoven,WoO056 Bagatella.mid,119.49309983333329,226.85258732211196,2
beethoven,Piano Concerto n5 op73 1mov ''Emperor''.mid,1225.9136724000002,220.44817065716185,19
beethoven,op126 Six Bagatellas.mid,908.273976968749,199.29654894694457,5
beethoven,Sonatina Fa maj woo.mid,308.7187413333334,215.2654151195036,2
beethoven,String Quartet n1 op18 4mov.mid,389.36473125,211.28590073437095,4
beethoven,WoO061 Mouvement Pour Piano.mid,106.65124431666659,125.71418095246835,2
beethoven,Preludes 2 Through Major keys 39.mid,617.5089010312494,131.24683284540697,4
beethoven,WoO010 Six Menuets for Orchestra.mid,607.1656526000002,194.25584478667025,2
beethoven,Hess061 Anglaise.mid,42.765966,187.99996240000743,2
beethoven,Op.51.mid,269.45,225.27330952994467,1
beethoven,Op33 No.4.mid,172.0,220.12279163012175,1
beethoven,WoO049 Rondo.mid,135.41671487499988,199.52978333182858,2
beethoven,Bagatella op33 n1.mid,204.80967741666666,194.4298819811104,2
beethoven,"Rondo Opus.51, No.2.mid",330.17782124999997,180.1079286201566,2
beethoven,Bagatella op33 n2.mid,202.08313125,201.65105135310412,2
beethoven,op077 Fantaisie.mid,504.79944980833307,185.90131197191695,5
beethoven,HessA21 Bagatella.mid,63.7219936,166.0319992003383,2
beethoven,Violin Concerto op61 1mov.mid,1318.2037809666679,205.04668624470372,18
beethoven,WoO081 Allemande.mid,72.9,198.9528795811519,2
beethoven,Hess074 Bagatella.mid,41.5232398,205.29434955843095,2
beethoven,WoO083 Six Escotish Dances for Piano.mid,245.09693605833334,169.05152942731615,2
beethoven,"Piano Sonata No.27,  3rd mov.mid",414.9311825000001,181.41357192572485,1
beethoven,Piano Sonatina No.2 Op 49.mid,270.7,277.80218187746505,1
beethoven,Piano Concerto n2 op19 3mov.mid,355.1120409999999,168.0934252751832,15
beethoven,WoO051 Sonatina 1-2 movs.mid,5032.305478291666,212.76854112695946,2
beethoven,Piano Sonatina in G Op79.mid,625.49375,191.02023459371395,2
beethoven,Piano Concerto n2 op19 2mov.mid,245.91768099999996,230.4862291000917,15
beethoven,Bagatella op33 n3.mid,99.575658,166.1872165469288,2
beethoven,String Quartet n2 op18 n2 3mov.mid,260.99993475,232.00005800001446,4
beethoven,Lieder op46 ''Adelaide''.mid,441.0016184833334,200.938707458403,3
beethoven,String Quartet n2 op18 n2 4mov.mid,323.15625,161.3613159387408,4
beethoven,Sonata No.14 Op 27 Moonlight Sonata.mid,347.11533599999996,149.058292114932,2
beethoven,Piano Concerto n3 op37 3mov.mid,455.68217164166697,229.52914660274087,18
beethoven,WoO060 Mouvement Pour Piano.mid,55.65578199999999,172.00010320006177,2
beethoven,String Quartet n16 op135 3mov.mid,368.7338735937501,58.00001450000359,4
beethoven,Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.mid,124.28101674999999,84.80147437241514,3
beethoven,"Piano Concerto No5,Mov.1.mid",1129.310826366666,233.60793190332268,18
beethoven,"Sonata, Opus.111 C minor No.1.mid",504.07921606666696,213.24753320806775,1
beethoven,Piano Concerto n1 op15 1mov.mid,888.2074670000003,236.93512022275448,15
beethoven,"Sieben Bagatellen, in F Major, Opus.33, No.3.mid",99.575658,166.1872165469288,2
beethoven,Sketch for Piano Allegretto.mid,66.4044645,175.17468200321017,2
beethoven,Anh06 Rondo.mid,336.8752695,281.7091763420629,2
beethoven,Lieder op99 ''Der Mann Von Wort''.mid,115.94597300000001,133.1999689200073,3
beethoven,Overture ''Corolian'' op62.mid,462.61565420000176,199.59419110848535,18
beethoven,WoO055 Prelude.mid,247.70975189374994,144.25599566767536,3
beethoven,Sonatina WoO050.mid,249.96434096041642,229.4555542899088,5
beethoven,"Sieben Bagatellen, in C Major, Opus.33, No.5.mid",143.08333333333331,193.57833655705974,2
beethoven,32 Variations on a theme.mid,618.9428055749989,195.84794803796157,3
beethoven,Overture ''Creatures Of Prometeus'' op43.mid,287.92274299999997,151.74231949978665,12
beethoven,"Rondo Opus.51, No.1.mid",228.70089,243.48396557544862,2
beethoven,Sketch for Piano Allegro Giocoso.mid,21.86867756666667,182.62876623258876,2
beethoven,WoO082 Menuet.mid,253.777524,191.7365489300287,2
beethoven,Overture ''Egmont''.mid,486.663472325,181.31278547668006,15
beethoven,Bagatella Fur Elise.mid,131.09667836666665,204.42063411085428,1
beethoven,"Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid",150.84936554166683,210.81892350565604,2
beethoven,"Sonata, Opus.111 C minor No.2.mid",666.5618751166667,180.000045000011,1
beethoven,WoO061a Mouvement Pour Piano.mid,30.967019616666672,115.7894833333342,2
beethoven,String Quartet n2 op18 n2 1mov.mid,393.08803875000007,185.5136062703156,4
beethoven,Overture ''Fidelio'' op72b.mid,365.0780024166658,203.46342458202844,19
beethoven,Piano Sonata No.27.mid,91.58800000000001,208.4327541195295,1
beethoven,Seven Inversions of God Save the King.mid,448.44233144166657,229.0860140171288,4
beethoven,Overture ''Leonore'' op138 n1.mid,581.1668133333329,219.16037179942475,21
beethoven,Piano Concerto n3 op37 2mov.mid,313.1526756166668,174.08956964776243,14
beethoven,op119 Douze Bagatellas.mid,831.5000899687496,188.7990591582521,5
beethoven,Sonata Opus.81a -Les Adieux- E flat No.1.mid,376.3572292499999,204.80333065721157,1
beethoven,Piano Concerto n1 op15 2mov.mid,482.48896599999995,203.88190515217806,14
chopin,Prelude n03 op28 ''Thou Art So Like A Flower''.mid,51.137707216666605,161.4776457964483,2
chopin,Nocturne op33 n4.mid,317.0493915,175.1306997043986,2
chopin,Etude op25 n05.mid,181.44923567708318,226.92227722509048,1
chopin,"Etude Op 25, No.1.mid",271.3247596166667,179.96103414404863,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.10.mid",107.9158686375,187.90482286552216,2
chopin,Prelude n14 op28 ''Fear''.mid,28.331688375000002,244.27037337183233,2
chopin,"Sonata No.3, 2nd Mov, Scherzo.mid",153.49345994166666,215.018226508987,1
chopin,Prelude n22 op28 ''Impatience''.mid,41.41059018958332,200.2931200377751,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.19.mid",38.3699519,125.01323056690164,2
chopin,Nocturne op27 n2.mid,310.5414514749995,193.5784841278917,2
chopin,Mazurka op33 n2 Drchew.mid,131.9493085,206.22374453535502,1
chopin,Barcarolle in F sharp Major.mid,578.2708333333333,210.6641000962339,1
chopin,Etude op25 n01 ''Harp Etude''.mid,125.7770738916666,258.15950239390787,3
chopin,Finale to B Minor Paino Sonata.mid,366.45416666666665,198.42519685039343,1
chopin,Prelude n20 op28 ''Funeral March''.mid,86.39414090208334,52.360523673305416,2
chopin,Grande Waltz op18.mid,308.9012434833341,222.85168625991054,2
chopin,Waltz op64 n1.mid,108.1621427,246.84713982139687,2
chopin,Etude op25 n11 ''Winter Wind''.mid,186.97815062083316,190.83620061520844,2
chopin,Prelude n07 op28 ''The Polish Dance''.mid,36.945600549999995,102.35565134338589,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.2.mid",113.35897920000004,180.4225873507877,2
chopin,Fantasie Impromptu op66.mid,274.4301456083331,213.05406651461925,2
chopin,Nocturne op37 n2.mid,395.2457249791663,142.07633176923264,2
chopin,Prelude n02 op28 ''Presentiment of Death''.mid,121.5774855833333,108.40853991907599,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.3.mid",188.45195594999996,114.97171321740537,2
chopin,Scherzo n1 op20.mid,477.21016950000023,177.78972766426483,1
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.9.mid",123.89744235,117.78544950945742,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.12.mid",122.06188595000002,142.2181225564091,2
chopin,Op.53 'Polonaise in A flat' Heroic.mid,385.05854895833323,212.99137710958232,1
chopin,Mazurka op7 n1.mid,136.05908424999998,220.74214274857783,2
chopin,Prelude n21 op28 ''Sunday''.mid,102.42700159999991,204.48690688998707,2
chopin,Etude op25 n12 ''The Ocean''.mid,136.3458653833336,195.79684921863765,2
chopin,Etude op10 n03.mid,204.8,189.00248687482647,1
chopin,Nocturne op32 n2.mid,348.28712266666685,201.07897956420848,2
chopin,Nocturne op15 n3.mid,206.34312387500026,152.25944363245748,2
chopin,Nocturne op33 n2.mid,140.45317530833336,196.9599114566729,2
chopin,Prelude n04 op28 ''Suffocation''.mid,103.44011245416664,130.90967742411547,2
chopin,Etude op25 n09.mid,51.599459583007814,239.62507406898266,2
chopin,Prelude n10 op28 ''The Night Moth''.mid,23.305819958333334,208.00562675613074,2
chopin,Prelude n13 op28 ''Loss''.mid,152.9853881229168,184.12843964552127,2
chopin,"Scherzo No.2, Opus.31.mid",496.3788273333333,202.51130085385438,1
chopin,Piano Concerto n1 op11 1mov.mid,1352.7416666666666,213.69608904003005,20
chopin,Ballad op53.mid,356.2618542979149,198.75130381647418,2
chopin,Prelude n23 op28 ''A Pleasure Boat''.mid,51.07819775208335,218.33905123365224,2
chopin,Nocturne op09 n2.mid,240.63708943750018,176.42808944043347,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.7.mid",114.02173314999999,180.4916126415356,2
chopin,"(2542)Prelude opus.28, No.16 in B flat minor.mid",63.999936,180.0852133684428,1
chopin,2 Polonaises op26 n1.mid,424.09984674166714,179.79064148902975,4
chopin,Mazurka op68 n2 Drchew.mid,75.87211156666666,206.27979620931268,1
chopin,Piano Concerto n1 op11 3mov.mid,721.618,210.54742330058264,19
chopin,Etude op10 n12 ''Revolutionary''.mid,138.7661820708333,238.42557544977112,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.14.mid",93.54021355,137.54378477148558,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.4.mid",123.46867695,194.26182083179768,2
chopin,Prelude n17 op28 ''Scene On the Place of Notre Dame.mid,160.21754930833328,211.3439110034198,2
chopin,Prelude n06 op28 ''Tolling Bells''.mid,92.37981863749995,127.77631558367318,2
chopin,Etude op. 10-5 Black keys.mid,92.72734999999999,165.1505473060509,3
chopin,"Waltz in Ab (Op.posth., Brown21).mid",165.625,192.0,2
chopin,Etude op25 n03.mid,104.07196486666632,239.8512519906525,2
chopin,Etude op25 n08.mid,63.144630208333325,222.6459976372211,1
chopin,Etude op25 n04.mid,90.8495675729167,181.01592202777934,2
chopin,Impromptu n3 op51.mid,324.74928296666667,212.83210653191523,1
chopin,Imprompt Fantastique.mid,290.0,218.04966686855923,1
chopin,Winter wind etude.mid,228.9655400625,195.68629438419265,1
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.13.mid",241.84786995624998,92.57725630971322,2
chopin,Prelude n18 op28 ''Suicide''.mid,47.20819143333334,220.66991076497777,2
chopin,Nocturne op72 n1.mid,278.5912110000005,179.39698650381334,2
chopin,Prelude n11 op28 ''Dragonfly''.mid,30.277398875,178.286313178864,2
chopin,Etude op10 n02.mid,84.39149409166664,236.58949305798544,1
chopin,Etude No.1.mid,111.09796582499999,181.7902835803851,1
chopin,Etude op25 n06.mid,171.506237140625,199.40903917942057,4
chopin,Piano Concerto n2 3mov.mid,533.869652559896,224.5237540612126,19
chopin,Sonata op35 n1 .mid,392.31632714583293,199.6119253462401,2
chopin,Prelude n24 op28 ''The Storm''.mid,122.7192547312499,227.9270263758163,2
chopin,Etude op10 n01.mid,110.46803733333331,172.18963274758949,2
chopin,Ballad op32.mid,539.7967712250013,182.88342767483434,2
chopin,Waltz op70 n2.mid,146.32707533333317,168.7333692172965,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.17.mid",222.48792081458333,187.2350321595687,2
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.6.mid",168.27607874999998,144.0090437679484,2
chopin,Etude op10 n07.mid,84.04549560000005,274.15879907537203,1
chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.5.mid",48.916922375,216.01343603572118,2
chopin,Revolutionary.mid,189.58306033333332,210.7147861879132,2
chopin,"Polonaise Opus.40, No.1 (Military).mid",273.2,193.82765531062134,2
chopin,Sonata op35 n4 .mid,83.30156417916653,167.06199646094538,2
chopin,Prelude op.28-15 Raindrop.mid,231.12438320833422,189.2908269361321,2
